13280,Silver,NULL,|,8,4559,2,|,Bailey Adams,437-555-0199,bailey35@adventure-works.com,1817 Adobe Drive,Kirkland,Washington,United States,1964-08-19,Married,75001-100000,Female,5,Partial College,Professional,1,3
28678,Bronze,NULL,|,11,4338,2,|,Ben Adams,182-555-0100,ben2@adventure-works.com,1534 Land Ave,Bremerton,Washington,United States,1966-05-03,Single,75001-100000,Male,3,"Bachelors ",Skilled Manual,0,1
18646,Bronze,NULL,|,2,1736,1,|,Blake Adams,590-555-0140,blake33@adventure-works.com,6055 Broadway Street,Beverly Hills,California,United States,1966-03-12,Married,50001-75000,Male,0,Graduate Degree,Skilled Manual,1,0
29491,Silver,High-Value Dormant,|,28,87270,4,|,Carla Adams,107-555-0138,carla0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19822,Regular,NULL,|,7,37,1,|,Carlos Adams,167-555-0143,carlos42@adventure-works.com,2079 Mountaire Pkwy.,Langford,British Columbia,Canada,1965-01-27,Married,75001-100000,Male,4,Partial College,Professional,1,3
26598,Regular,NULL,|,11,34,1,|,Charles Adams,257-555-0115,charles35@adventure-works.com,1258 Steven Way,Tacoma,Washington,United States,1964-03-02,Single,50001-75000,Male,4,"Bachelors ",Skilled Manual,1,2
19410,Regular,NULL,|,11,1120,1,|,Chloe Adams,788-555-0147,chloe13@adventure-works.com,3001 N. 48th Street,Marysville,Washington,United States,1959-02-04,Married,50001-75000,Female,1,Partial College,Skilled Manual,1,1
21423,Silver,NULL,|,4,2889,2,|,Connor Adams,895-555-0169,connor44@adventure-works.com,8308 La Salle Ave.,Westminster,British Columbia,Canada,1957-07-19,Single,75001-100000,Male,2,Partial College,Professional,1,1
18075,Bronze,NULL,|,2,2395,1,|,Courtney Adams,709-555-0119,courtney12@adventure-works.com,6089 Santa Fe Dr.,Torrance,California,United States,1947-01-08,Single,50001-75000,Female,2,Partial College,Professional,1,1
27849,Regular,NULL,|,2,40,1,|,Dalton Adams,1 (11) 500 555-0111,dalton31@adventure-works.com,"3738, chaussée de Tournai",Bobigny,Seine Saint Denis,France,1955-05-05,Married,0-25000,Male,1,"Bachelors ",Clerical,1,0
21871,Bronze,NULL,|,1,30,1,|,Devin Adams,1 (11) 500 555-0161,devin29@adventure-works.com,8590 High Maple Court,Cranbourne,Victoria,Australia,1976-11-05,Single,50001-75000,Male,0,"Bachelors ",Professional,1,3
25292,Regular,NULL,|,8,159,1,|,Eduardo Adams,414-555-0196,eduardo30@adventure-works.com,4283 Meaham Drive,San Diego,California,United States,1967-05-15,Single,greater than 100000,Male,0,"Bachelors ",Management,1,3
17163,Regular,NULL,|,7,1732,1,|,Edward Adams,947-555-0187,edward8@adventure-works.com,9108 San Miguel Drive,Berkeley,California,United States,1950-08-23,Married,50001-75000,Male,2,Partial College,Professional,1,1
13214,Gold,NULL,|,2,4502,2,|,Elijah Adams,112-555-0174,elijah43@adventure-works.com,6385 Mark Twain,Seattle,Washington,United States,1946-12-21,Married,50001-75000,Male,4,"Bachelors ",Management,1,3
24777,Regular,NULL,|,11,72,1,|,Eric Adams,136-555-0115,eric57@adventure-works.com,2840 Oak Wood Court,Redwood City,California,United States,1971-02-03,Married,50001-75000,Male,1,Graduate Degree,Skilled Manual,0,0
18814,Regular,NULL,|,6,70,1,|,Evan Adams,766-555-0180,evan39@adventure-works.com,4428 Jones Rd.,Everett,Washington,United States,1963-07-17,Single,75001-100000,Male,0,Partial College,Professional,0,1
20374,Regular,NULL,|,8,1120,1,|,Fernando Adams,247-555-0133,fernando31@adventure-works.com,4787 R St.,Fremont,California,United States,1954-06-15,Married,50001-75000,Male,2,Partial High School,Skilled Manual,0,2
29489,Gold,High-Value Dormant,|,3,380454,12,|,Frances Adams,991-555-0183,frances0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19527,Regular,NULL,|,7,1219,1,|,Gabriel Adams,453-555-0116,gabriel47@adventure-works.com,8989 Adelia Court,Victoria,British Columbia,Canada,1967-06-16,Single,25001-50000,Male,0,Partial College,Skilled Manual,0,1
24758,Regular,NULL,|,3,35,1,|,Gabriella Adams,892-555-0196,gabriella39@adventure-works.com,9426 Georgia Street,Kirkland,Washington,United States,1959-12-11,Married,25001-50000,Female,2,Partial College,Clerical,0,1
11172,Gold,NULL,|,0,129,2,|,Gabrielle Adams,403-555-0152,gabrielle58@adventure-works.com,5621 Arcadia Pl.,Lynnwood,Washington,United States,1967-11-21,Married,75001-100000,Female,1,"Bachelors ",Management,1,2
12154,Silver,High-Value Dormant,|,6,4799,2,|,Hailey Adams,906-555-0157,hailey55@adventure-works.com,4594 Rose Dr.,Westminster,British Columbia,Canada,1956-07-24,Single,75001-100000,Female,3,Partial College,Professional,1,0
24786,Regular,NULL,|,24,2443,1,|,Haley Adams,665-555-0117,haley52@adventure-works.com,8571 Mehaffey Way,Port Hammond,British Columbia,Canada,1970-01-24,Married,25001-50000,Female,1,"Bachelors ",Skilled Manual,1,0
18987,Regular,NULL,|,11,120,1,|,Hunter Adams,135-555-0180,hunter40@adventure-works.com,6641 Morgan Territory Rd.,Portland,Oregon,United States,1945-02-13,Married,50001-75000,Male,5,"Bachelors ",Management,1,2
29422,Regular,NULL,|,3,63,1,|,Ian Adams,1 (11) 500 555-0151,ian30@adventure-works.com,7963 Elk Dr,Versailles,Yveline,France,1976-08-19,Single,0-25000,Male,0,High School,Manual,1,1
26174,Regular,NULL,|,24,2071,1,|,Isaac Adams,612-555-0118,isaac36@adventure-works.com,3146 Rose Street,Salem,Oregon,United States,1980-06-26,Single,25001-50000,Male,0,High School,Skilled Manual,0,2
15715,Bronze,NULL,|,2,40,2,|,Isabella Adams,1 (11) 500 555-0115,isabella46@adventure-works.com,1933 Rock Creek Pl.,Townsville,Queensland,Australia,1975-06-20,Single,50001-75000,Female,0,"Bachelors ",Professional,0,3
28360,Regular,NULL,|,7,7,1,|,Isaiah Adams,855-555-0159,isaiah38@adventure-works.com,8232 Roanwood Way,Newport Beach,California,United States,1965-07-03,Married,25001-50000,Male,4,"Bachelors ",Skilled Manual,1,2
22191,Regular,NULL,|,8,94,1,|,Jack Adams,505-555-0120,jack52@adventure-works.com,490 Sepulveda Ct.,Seattle,Washington,United States,1976-02-09,Single,50001-75000,Male,0,Partial College,Professional,1,2
17449,Regular,NULL,|,10,5,1,|,Jackson Adams,183-555-0132,jackson47@adventure-works.com,8272 Ohara Avenue,Tacoma,Washington,United States,1936-07-11,Married,50001-75000,Male,2,Graduate Degree,Management,1,2
24979,Bronze,NULL,|,2,2419,1,|,Jada Adams,524-555-0166,jada25@adventure-works.com,7544 Woodside Court,Edmonds,Washington,United States,1949-06-06,Married,50001-75000,Female,2,Partial College,Professional,1,2
12889,Regular,NULL,|,3,22,1,|,James Adams,331-555-0189,james66@adventure-works.com,1086 Clayton Road,Portland,Oregon,United States,1971-11-27,Married,50001-75000,Male,1,Graduate Degree,Skilled Manual,1,0
17488,Regular,NULL,|,10,5,1,|,Jason Adams,249-555-0135,jason44@adventure-works.com,7880 Mission Drive,Seattle,Washington,United States,1977-09-16,Single,25001-50000,Male,0,Partial College,Skilled Manual,0,2
29492,Gold,NULL,|,1,140131,6,|,Jay Adams,158-555-0142,jay1@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27311,Regular,NULL,|,6,34,1,|,Jenna Adams,1 (11) 500 555-0162,jenna15@adventure-works.com,"3403bis, boulevard Saint Germain",Villeneuve-d'Ascq,Nord,France,1954-05-24,Married,75001-100000,Female,4,Partial College,Professional,1,1
15362,Silver,High-Value Dormant,|,3,4745,2,|,Jennifer Adams,124-555-0126,jennifer18@adventure-works.com,7700 Meaham Drive,Shawnee,British Columbia,Canada,1965-12-06,Married,75001-100000,Female,4,Partial College,Professional,1,3
29030,Bronze,NULL,|,1,40,1,|,Jeremy Adams,542-555-0149,jeremy10@adventure-works.com,259 True Drive,Santa Monica,California,United States,1952-05-10,Married,50001-75000,Male,2,Partial High School,Skilled Manual,1,2
17172,Regular,NULL,|,5,68,1,|,Jesse Adams,626-555-0110,jesse39@adventure-works.com,4682 Birch Bark Rd.,Lemon Grove,California,United States,1952-03-24,Married,50001-75000,Male,2,Partial High School,Skilled Manual,1,2
28247,Gold,NULL,|,1,5962,2,|,Jonathan Adams,145-555-0135,jonathan46@adventure-works.com,2835 The Trees Drive,Lake Oswego,Oregon,United States,1956-09-22,Single,75001-100000,Male,2,Partial College,Professional,1,0
16377,Regular,NULL,|,11,14,1,|,Jordan Adams,354-555-0139,jordan44@adventure-works.com,7370 Rolling Green Circle,Los Angeles,California,United States,1958-09-25,Single,75001-100000,Female,4,Graduate Degree,Skilled Manual,0,0
20387,Regular,NULL,|,6,1195,1,|,Jordan Adams,756-555-0151,jordan70@adventure-works.com,2159 Barbie Dr.,Burbank,California,United States,1940-11-12,Married,50001-75000,Male,3,Graduate Degree,Management,0,2
15477,Bronze,NULL,|,1,7,1,|,Jose Adams,644-555-0114,jose51@adventure-works.com,8735 Golf Club Rd.,Colma,California,United States,1969-08-11,Single,50001-75000,Male,1,Graduate Degree,Professional,1,0
26073,Regular,NULL,|,2,60,1,|,Julia Adams,681-555-0110,julia12@adventure-works.com,6205 Lorie Lane,Shawnee,British Columbia,Canada,1934-04-11,Single,25001-50000,Female,2,Graduate Degree,Management,0,2
11869,Silver,NULL,|,0,269,5,|,Kaitlyn Adams,512-555-0158,kaitlyn13@adventure-works.com,3815 Berry Dr.,Westminster,British Columbia,Canada,1967-11-06,Single,50001-75000,Female,0,Partial College,Skilled Manual,0,1
16877,Regular,NULL,|,11,40,1,|,Katelyn Adams,139-555-0154,katelyn39@adventure-works.com,5875 Providence Dr.,Ballard,Washington,United States,1936-09-02,Single,25001-50000,Female,2,Graduate Degree,Management,1,2
23518,Bronze,NULL,|,1,5,1,|,Katherine Adams,622-555-0184,katherine63@adventure-works.com,7660 Willow Creek Ct.,Cliffside,British Columbia,Canada,1949-04-15,Single,25001-50000,Female,4,High School,Professional,0,2
17548,Regular,NULL,|,6,1701,1,|,Kaylee Adams,664-555-0174,kaylee38@adventure-works.com,67 Flamingo Drive,Oakland,California,United States,1961-11-14,Married,25001-50000,Female,4,High School,Skilled Manual,1,2
14581,Bronze,NULL,|,6,1563,2,|,Kevin Adams,104-555-0111,kevin54@adventure-works.com,7961 Red Maple Ct.,Portland,Oregon,United States,1967-10-21,Single,25001-50000,Male,0,"Bachelors ",Professional,0,1
18812,Gold,NULL,|,0,186,2,|,Kyle Adams,274-555-0116,kyle45@adventure-works.com,9884 Pacifica Ave.,Victoria,British Columbia,Canada,1963-04-06,Single,75001-100000,Male,4,Partial College,Professional,1,2
14466,Regular,NULL,|,3,90,1,|,Logan Adams,696-555-0130,logan42@adventure-works.com,485 Ash Lane,Oregon City,Oregon,United States,1961-02-21,Married,75001-100000,Male,4,High School,Professional,1,1
18559,Regular,NULL,|,3,1736,1,|,Lucas Adams,300-555-0118,lucas47@adventure-works.com,2500 Ward Court,Sedro Woolley,Washington,United States,1971-12-17,Married,50001-75000,Male,1,Graduate Degree,Professional,1,0
22517,Regular,NULL,|,9,563,1,|,Luis Adams,1 (11) 500 555-0120,luis48@adventure-works.com,Moritzstr 45,Hof,Bayern,Germany,1979-08-16,Single,25001-50000,Male,3,Partial College,Clerical,1,1
13265,Gold,NULL,|,2,7260,4,|,Luke Adams,1 (11) 500 555-0111,luke46@adventure-works.com,Hellweg 4754,Paderborn,Nordrhein-Westfalen,Germany,1956-01-22,Single,greater than 100000,Male,3,High School,Professional,1,4
14640,Regular,NULL,|,6,812,1,|,Mackenzie Adams,235-555-0126,mackenzie36@adventure-works.com,9639 Ida Drive,Langford,British Columbia,Canada,1967-09-04,Single,25001-50000,Female,0,Partial College,Skilled Manual,1,1
11931,Silver,NULL,|,2,234,2,|,Marcus Adams,687-555-0170,marcus34@adventure-works.com,9246 Westminster Pl,Palo Alto,California,United States,1978-11-13,Single,50001-75000,Male,0,Partial College,Skilled Manual,1,2
22734,Regular,NULL,|,11,74,1,|,Maria Adams,974-555-0128,maria57@adventure-works.com,7290 Mt. Hood Circle,San Francisco,California,United States,1944-08-09,Single,25001-50000,Female,5,Partial High School,Clerical,0,2
12950,Silver,High-Value Dormant,|,3,4760,2,|,Mary Adams,388-555-0172,mary29@adventure-works.com,7971 Calle Verde Drive,Milwaukie,Oregon,United States,1964-10-15,Single,25001-50000,Female,5,"Bachelors ",Skilled Manual,1,3
20528,Regular,NULL,|,10,64,1,|,Mason Adams,168-555-0134,mason35@adventure-works.com,9127 Grenola Dr.,Metchosin,British Columbia,Canada,1950-10-05,Married,25001-50000,Male,2,Partial High School,Skilled Manual,1,2
11659,Silver,NULL,|,0,235,5,|,Miguel Adams,910-555-0185,miguel32@adventure-works.com,4912 Mellowood Street,Sooke,British Columbia,Canada,1969-04-22,Single,50001-75000,Male,1,Graduate Degree,Professional,1,0
12663,Bronze,NULL,|,2,69,1,|,Morgan Adams,1 (11) 500 555-0167,morgan12@adventure-works.com,"810, rue des Rosiers",Saint-Denis,Seine Saint Denis,France,1947-06-24,Married,75001-100000,Female,5,Partial High School,Skilled Manual,1,2
11217,Bronze,High-Value Dormant,|,11,5953,2,|,Natalie Adams,300-555-0150,natalie58@adventure-works.com,6592 Bent Tree Lane,Portland,Oregon,United States,1950-02-11,Single,50001-75000,Female,2,Partial College,Professional,1,2
17380,Regular,NULL,|,10,40,1,|,Nathan Adams,789-555-0194,nathan45@adventure-works.com,5398 Shadow Falls Drive,Berkeley,California,United States,1978-02-06,Single,25001-50000,Male,0,Partial College,Skilled Manual,1,1
16977,Regular,NULL,|,8,1710,1,|,Noah Adams,780-555-0167,noah41@adventure-works.com,6738 Wallace Dr.,El Cajon,California,United States,1966-10-06,Single,50001-75000,Male,0,Graduate Degree,Professional,1,0
17644,Bronze,NULL,|,12,3017,2,|,Rebecca Adams,1 (11) 500 555-0134,rebecca17@adventure-works.com,7157 Park Lane Circle,Watford,England,United Kingdom,1971-09-11,Single,25001-50000,Female,0,High School,Manual,0,1
22104,Regular,NULL,|,8,554,1,|,Richard Adams,243-555-0193,richard26@adventure-works.com,2284 Azalea Avenue,Daly City,California,United States,1960-01-20,Single,greater than 100000,Male,4,Partial College,Professional,1,4
12901,Silver,High-Value Dormant,|,5,5917,2,|,Robert Adams,529-555-0126,robert57@adventure-works.com,1519 Sheffield Place,W. Linn,Oregon,United States,1969-02-12,Married,25001-50000,Male,2,"Bachelors ",Skilled Manual,1,0
18905,Bronze,NULL,|,1,2416,1,|,Samuel Adams,161-555-0157,samuel44@adventure-works.com,3518 Black Pine Lane,Marysville,Washington,United States,1979-10-03,Single,50001-75000,Male,0,Partial College,Skilled Manual,0,2
16986,Regular,NULL,|,6,68,1,|,Sara Adams,516-555-0113,sara42@adventure-works.com,7503 Hill Drive,Milwaukie,Oregon,United States,1965-02-04,Single,75001-100000,Female,3,"Bachelors ",Skilled Manual,1,1
23536,Regular,NULL,|,7,40,1,|,Savannah Adams,1 (11) 500 555-0130,savannah38@adventure-works.com,8825 Walters Way,Sunbury,Victoria,Australia,1965-06-02,Single,75001-100000,Female,5,"Bachelors ",Professional,1,4
16293,Regular,NULL,|,6,5,1,|,Sean Adams,1 (11) 500 555-0127,sean47@adventure-works.com,7245 Roslyn Road,Gateshead,England,United Kingdom,1964-11-12,Married,25001-50000,Male,1,"Bachelors ",Skilled Manual,1,0
16854,Regular,NULL,|,3,2343,1,|,Seth Adams,472-555-0154,seth33@adventure-works.com,903 West I St,Woodland Hills,California,United States,1963-08-27,Married,greater than 100000,Male,0,Graduate Degree,Management,1,3
14042,Bronze,NULL,|,1,22,1,|,Stephanie Adams,492-555-0112,stephanie60@adventure-works.com,6516 Pine Tree Drive,Yakima,Washington,United States,1957-01-01,Married,50001-75000,Female,2,High School,Professional,0,2
27367,Regular,NULL,|,5,70,1,|,Sydney Adams,1 (11) 500 555-0124,sydney56@adventure-works.com,8128 Kane Circle,Hervey Bay,Queensland,Australia,1970-10-09,Single,75001-100000,Female,0,"Bachelors ",Professional,1,4
29285,Regular,NULL,|,29,3578,1,|,Thomas Adams,475-555-0159,thomas51@adventure-works.com,3862 Citrus Avenue,Beverly Hills,California,United States,1949-01-14,Single,25001-50000,Male,4,High School,Professional,0,2
14890,Regular,NULL,|,7,22,1,|,Wyatt Adams,989-555-0116,wyatt35@adventure-works.com,989 Crown Ct,Downey,California,United States,1954-07-26,Married,25001-50000,Male,1,High School,Clerical,1,1
22133,Regular,NULL,|,8,556,1,|,Xavier Adams,682-555-0196,xavier29@adventure-works.com,4030 La Orinda Place,Olympia,Washington,United States,1938-09-23,Married,75001-100000,Male,4,Graduate Degree,Management,1,2
29493,Silver,High-Value Dormant,|,27,5670,4,|,Ronald Adina,453-555-0165,ronald0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18083,Regular,NULL,|,7,90,1,|,Osarumwense Agbonile,592-555-0152,osarumwense0@adventure-works.com,1873 Lion Circle,Bothell,Washington,United States,1948-04-18,Married,50001-75000,Male,2,Partial College,Professional,1,1
18083,Regular,NULL,|,7,90,1,|,Osarumwense Agbonile,592-555-0152,osarumwense0@adventure-works.com,3858 Vista Diablo,Issaquah,Washington,United States,1948-04-18,Married,50001-75000,Male,2,Partial College,Professional,1,1
29494,Gold,NULL,|,1,16225,9,|,Samuel Agcaoili,554-555-0110,samuel0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29495,Silver,High-Value Dormant,|,3,3372,3,|,James Aguilar,1 (11) 500 555-0198,james2@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29496,Gold,NULL,|,1,95228,4,|,Robert Ahlering,678-555-0175,robert1@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29498,Gold,NULL,|,1,5179,8,|,Kim Akers,440-555-0166,kim3@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28740,Gold,NULL,|,1,3192,2,|,Alisha Alan,1 (11) 500 555-0161,alisha47@adventure-works.com,"8128, rue Lamarck",Paris,Seine (Paris),France,1973-04-05,Married,25001-50000,Female,1,"Bachelors ",Skilled Manual,1,0
27366,Bronze,NULL,|,7,1323,2,|,Bob Alan,1 (11) 500 555-0179,bob6@adventure-works.com,2371 Deerfield Dr.,South Melbourne,Victoria,Australia,1971-04-10,Single,75001-100000,Male,0,High School,Management,1,4
17721,Regular,NULL,|,10,70,1,|,Cheryl Alan,1 (11) 500 555-0179,cheryl10@adventure-works.com,"4680, rue Villedo",Croix,Nord,France,1941-01-03,Married,0-25000,Female,2,Partial College,Manual,1,1
21224,Regular,NULL,|,3,42,1,|,Jamie Alan,1 (11) 500 555-0112,jamie28@adventure-works.com,5492 Hacienda Drive,Townsville,Queensland,Australia,1958-03-10,Married,75001-100000,Male,2,"Bachelors ",Professional,1,1
23601,Regular,NULL,|,7,6,1,|,Kari Alan,1 (11) 500 555-0191,kari28@adventure-works.com,Zimmerstr 371,Berlin,Hessen,Germany,1956-04-04,Single,greater than 100000,Female,3,High School,Professional,0,4
19332,Regular,NULL,|,10,83,1,|,Kelvin Alan,1 (11) 500 555-0180,kelvin19@adventure-works.com,Alte Landstr 9,Duesseldorf,Hessen,Germany,1965-07-18,Married,25001-50000,Male,1,"Bachelors ",Skilled Manual,1,2
28210,Regular,NULL,|,9,564,1,|,Meghan Alan,1 (11) 500 555-0162,meghan4@adventure-works.com,9730 Krueger Drive,Lavender Bay,New South Wales,Australia,1968-06-02,Married,50001-75000,Female,2,"Bachelors ",Professional,1,1
29550,Gold,NULL,|,1,216654,4,|,Stanley Alan,156-555-0126,stanley0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15384,Regular,NULL,|,9,7,1,|,Xavier Alan,326-555-0171,xavier22@adventure-works.com,5952 Haven Drive,Beaverton,Oregon,United States,1961-02-23,Married,75001-100000,Male,5,Partial College,Professional,1,3
29499,Gold,NULL,|,1,234957,8,|,Amy Alberts,727-555-0115,amy1@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13677,Bronze,NULL,|,0,40,1,|,Brian Albrecht,1 (11) 500 555-0119,brian35@adventure-works.com,Heiderweg 4624,Saarbrücken,Saarland,Germany,1978-03-28,Single,25001-50000,Female,0,High School,Manual,0,1
29500,Gold,High-Value Dormant,|,3,130598,7,|,Anna Albright,197-555-0143,anna0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29501,Gold,NULL,|,1,8799,4,|,Milton Albury,492-555-0189,milton0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29502,Silver,NULL,|,3,1146,4,|,Paul Alcorn,331-555-0162,paul2@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29503,Gold,High-Value Dormant,|,3,10238,7,|,Gregory Alderson,968-555-0153,gregory0@adventure-works.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20285,Bronze,NULL,|,1,70,1,|,Aaron Alexander,548-555-0129,aaron18@adventure-works.com,5021 Rio Grande Drive,Kirkland,Washington,United States,1976-10-21,Married,25001-50000,Male,0,High School,Skilled Manual,1,2
24223,Regular,NULL,|,9,32,1,|,Abigail Alexander,142-555-0123,abigail44@adventure-works.com,5225 Harbor View Dr,Milwaukie,Oregon,United States,1979-04-26,Single,25001-50000,Female,0,High School,Skilled Manual,1,2
17387,Bronze,NULL,|,9,148,3,|,Aidan Alexander,274-555-0118,aidan20@adventure-works.com,9020 Starflower Dr.,Metchosin,British Columbia,Canada,1972-06-14,Married,25001-50000,Male,1,Graduate Degree,Skilled Manual,1,0
24775,Bronze,NULL,|,0,37,1,|,Alexandra Alexander,588-555-0133,alexandra40@adventure-works.com,9531 Harrison Street,Colma,California,United States,1971-12-27,Married,50001-75000,Female,1,Graduate Degree,Skilled Manual,1,0
26333,Regular,NULL,|,8,32,1,|,Alexandria Alexander,714-555-0159,alexandria19@adventure-works.com,3223 Virgina Hills Drive,Portland,Oregon,United States,1966-05-01,Married,75001-100000,Female,3,"Bachelors ",Skilled Manual,1,0
25893,Regular,NULL,|,9,25,1,|,Alexia Alexander,356-555-0116,alexia15@adventure-works.com,1733 Concord Place,Bremerton,Washington,United States,1951-04-26,Single,50001-75000,Female,2,High School,Professional,1,2
27476,Regular,NULL,|,2,25,1,|,Alexis Alexander,943-555-0142,alexis42@adventure-works.com,6366 Dayton Court,Bellflower,California,United States,1977-02-14,Single,25001-50000,Female,0,Partial College,Skilled Manual,1,2
17282,Silver,NULL,|,0,100,2,|,Alyssa Alexander,1 (11) 500 555-0184,alyssa64@adventure-works.com,4654 Blackridge Drive,Cranbourne,Victoria,Australia,1970-08-03,Married,75001-100000,Female,4,Graduate Degree,Management,1,1
28822,Regular,NULL,|,31,3578,1,|,Amanda Alexander,234-555-0189,amanda40@adventure-works.com,5052 Bannock Ct.,Issaquah,Washington,United States,1972-07-19,Married,50001-75000,Female,1,"Bachelors ",Skilled Manual,1,0
22637,Bronze,NULL,|,1,1715,1,|,Ana Alexander,1 (11) 500 555-0181,ana17@adventure-works.com,8494 Military Way,Runcorn,England,United Kingdom,1968-12-16,Married,25001-50000,Female,0,"Bachelors ",Clerical,1,0
27996,Regular,NULL,|,11,68,1,|,Angela Alexander,768-555-0181,angela21@adventure-works.com,1300 Zebra Street,Mill Valley,California,United States,1937-05-21,Married,25001-50000,Female,3,Graduate Degree,Management,1,2
22714,Regular,NULL,|,7,72,1,|,Angelica Alexander,214-555-0150,angelica18@adventure-works.com,1749 Champion Rd,Shawnee,British Columbia,Canada,1965-04-08,Married,75001-100000,Female,4,Partial College,Professional,1,3
16647,Regular,NULL,|,4,55,1,|,Anna Alexander,150-555-0156,anna44@adventure-works.com,3029 Pastime Dr,Daly City,California,United States,1942-10-18,Married,greater than 100000,Female,2,Graduate Degree,Management,1,3
